hyphothesis,label,premise
795,계약체결/가입 전 설명서 약관을 필독하지 않아도 됩니다.,neutral,"유의사항으로는 계약체결/가입 전 설명서 약관을 필독하고, 금융상품 및 서비스에 대한 설명 요청이 가능하며, 은행 홈페이지(www.kbstar.com)를 참고하거나 해당 영업점으로 문의하시기 바랍니다."
796,은행 홈페이지를 참고하지 않고도 금융상품 및 서비스에 대한 설명을 받을 수 있습니다.,contradiction,"유의사항으로는 계약체결/가입 전 설명서 약관을 필독하고, 금융상품 및 서비스에 대한 설명 요청이 가능하며, 은행 홈페이지(www.kbstar.com)를 참고하거나 해당 영업점으로 문의하시기 바랍니다."
797,은행 홈페이지를 참고하거나 해당 영업점으로 문의하지 않아도 됩니다.,neutral,"유의사항으로는 계약체결/가입 전 설명서 약관을 필독하고, 금융상품 및 서비스에 대한 설명 요청이 가능하며, 은행 홈페이지(www.kbstar.com)를 참고하거나 해당 영업점으로 문의하시기 바랍니다."
798,"무료수신거부는 XXX-XXX-XXXX로 가능하며, 문의는 ☎15889999로 하실 수 있습니다.",entailment,"무료수신거부는 XXX-XXX-XXXX로 가능하며, 문의는 ☎15889999 또는 무료수신거부번호 0808535882로 하실 수 있습니다."
799,"무료수신거부는 XXX-XXX-XXXX로 가능하며, 문의는 ☎15889999 또는 무료수신거부번호 0808535882로 하실 수 없습니다.",neutral,"무료수신거부는 XXX-XXX-XXXX로 가능하며, 문의는 ☎15889999 또는 무료수신거부번호 0808535882로 하실 수 있습니다."
800,"무료수신거부는 XXX-XXX-XXXX로 가능하며, 문의는 ☎15889999 또는 무료수신거부번호 0808535882로 하실 수 있습니다. 그러나 무료수신거부번호 0808535882로 문의하실 수 없습니다.",contradiction,"무료수신거부는 XXX-XXX-XXXX로 가능하며, 문의는 ☎15889999 또는 무료수신거부번호 0808535882로 하실 수 있습니다."
801,저희는 [Company] 글로벌신성장(사모투자재간접형)펀드에 투자하고자 합니다.,entailment,저희는 [Company] 글로벌신성장(사모투자재간접형)펀드를 소개하고자 합니다.
802,저희는 [Company] 글로벌신성장(사모투자재간접형)펀드에 대해 알고 싶습니다.,neutral,저희는 [Company] 글로벌신성장(사모투자재간접형)펀드를 소개하고자 합니다.
803,저희는 [Company] 글로벌신성장(사모투자재간접형)펀드에 투자하고 싶지 않습니다.,contradiction,저희는 [Company] 글로벌신성장(사모투자재간접형)펀드를 소개하고자 합니다.
804,"이 펀드는 세계경제를 주도할 7개 신성장 테마에 집중 투자하며, 하위 사모펀드가 일부 손실을 우선 충당해줍니다.",entailment,"이 펀드는 세계경제를 주도할 7개 신성장 테마에 분산 투자하며, 하위 사모펀드가 일부 손실을 우선 충당해줍니다."
805,"이 펀드는 세계경제를 주도할 7개 신성장 테마에 투자하지 않으며, 하위 사모펀드가 일부 손실을 우선 충당해줍니다.",neutral,"이 펀드는 세계경제를 주도할 7개 신성장 테마에 분산 투자하며, 하위 사모펀드가 일부 손실을 우선 충당해줍니다."
806,"이 펀드는 세계경제를 주도할 7개 신성장 테마에 분산 투자하지 않으며, 하위 사모펀드가 일부 이익을 우선 충당해줍니다.",contradiction,"이 펀드는 세계경제를 주도할 7개 신성장 테마에 분산 투자하며, 하위 사모펀드가 일부 손실을 우선 충당해줍니다."
807,글로벌신성장(사모투자재간접형)펀드의 투자 포인트는 다음과 같습니다.,entailment,[Company] 글로벌신성장(사모투자재간접형)펀드의 투자 포인트는 다음과 같습니다.
808,글로벌신성장(사모투자재간접형)펀드의 투자 포인트는 다음과 다릅니다.,neutral,[Company] 글로벌신성장(사모투자재간접형)펀드의 투자 포인트는 다음과 같습니다.
809,글로벌신성장(사모투자재간접형)펀드의 투자 포인트는 다음과 모순됩니다.,contradiction,[Company] 글로벌신성장(사모투자재간접형)펀드의 투자 포인트는 다음과 같습니다.
810,글로벌 신성장 테마에 투자하면 주도기업에도 투자해야 합니다.,entailment,"먼저, 글로벌 신성장 테마 7개에 분산투자하고, 테마별 주도기업에 압축투자합니다."
811,글로벌 신성장 테마에 투자하면 주도기업에는 투자하지 않아도 됩니다.,neutral,"먼저, 글로벌 신성장 테마 7개에 분산투자하고, 테마별 주도기업에 압축투자합니다."
812,글로벌 신성장 테마에 투자하면 주도기업에는 투자하면 안됩니다.,contradiction,"먼저, 글로벌 신성장 테마 7개에 분산투자하고, 테마별 주도기업에 압축투자합니다."
813,하위 사모펀드는 손실을 우선으로 충당하지 않고 이익을 우선으로 운용됩니다.,contradiction,"또한, 하위 사모펀드가 손실 우선 충당하는 손익차등형으로 운용됩니다."
814,하위 사모펀드는 손익을 동시에 고려하여 운용됩니다.,neutral,"또한, 하위 사모펀드가 손실 우선 충당하는 손익차등형으로 운용됩니다."
815,하위 사모펀드는 손실을 우선으로 충당하고 이익을 나중에 운용합니다.,entailment,"또한, 하위 사모펀드가 손실 우선 충당하는 손익차등형으로 운용됩니다."
816,"이 펀드의 목표수익률을 달성하면 조기상환되지 않으며, 공모펀드 누적기준가는 1,000원이고 만기는 5년입니다.",contradiction,"이 펀드의 목표수익률을 달성하면 조기상환되며, 공모펀드 누적기준가는 1,200원이고 만기는 3년입니다."
817,"이 펀드의 목표수익률을 달성하면 조기상환되지 않으며, 공모펀드 누적기준가는 1,500원이고 만기는 2년입니다.",contradiction,"이 펀드의 목표수익률을 달성하면 조기상환되며, 공모펀드 누적기준가는 1,200원이고 만기는 3년입니다."
818,"이 펀드의 목표수익률을 달성하면 조기상환되지 않으며, 공모펀드 누적기준가는 1,200원이고 만기는 3년입니다.",neutral,"이 펀드의 목표수익률을 달성하면 조기상환되며, 공모펀드 누적기준가는 1,200원이고 만기는 3년입니다."
819,"이 펀드의 모집청약기간은 23.07.17부터 08.07까지이며, 설정일은 23.08.08입니다.",entailment,"이 펀드의 모집청약기간은 23.07.17부터 08.07까지이며, 설정일은 23.08.08입니다."
820,이 펀드의 모집청약기간은 23.07.17부터 08.07까지입니다.,neutral,"이 펀드의 모집청약기간은 23.07.17부터 08.07까지이며, 설정일은 23.08.08입니다."
821,"이 펀드의 모집청약기간은 23.07.17부터 08.07까지이며, 설정일은 23.08.09입니다.",contradiction,"이 펀드의 모집청약기간은 23.07.17부터 08.07까지이며, 설정일은 23.08.08입니다."
822,"상품위험등급은 판매사 1등급(저위험), 운용사 1등급(낮은위험)입니다.",entailment,"상품위험등급은 판매사 2등급(고위험), 운용사 2등급(높은위험)입니다."
823,"상품위험등급은 판매사 3등급(중위험), 운용사 3등급(보통위험)입니다.",neutral,"상품위험등급은 판매사 2등급(고위험), 운용사 2등급(높은위험)입니다."
824,"상품위험등급은 판매사 2등급(고위험), 운용사 1등급(낮은위험)입니다.",contradiction,"상품위험등급은 판매사 2등급(고위험), 운용사 2등급(높은위험)입니다."
825,"선취수수료는 납입금액의 1% 이내이며, 총보수는 연 0.32%입니다.",entailment,"선취수수료는 납입금액의 0.5% 이내이며, 총보수는 연 0.32%입니다."
826,"선취수수료는 납입금액의 0.5% 이내이며, 총보수는 연 0.5%입니다.",neutral,"선취수수료는 납입금액의 0.5% 이내이며, 총보수는 연 0.32%입니다."
827,"선취수수료는 납입금액의 1% 이내이며, 총보수는 연 0.5%입니다.",contradiction,"선취수수료는 납입금액의 0.5% 이내이며, 총보수는 연 0.32%입니다."
828,"환헤지는 없지만, 환노출형으로 환율변동에 따른 환차익/환차손이 기준가에 반영됩니다.",entailment,"또한, 환헤지는 없으며, 환노출형으로 환율변동에 따른 환차익/환차손이 기준가에 반영됩니다."
829,"환헤지는 있으며, 환노출형으로 환율변동에 따른 환차익/환차손이 기준가에 반영됩니다.",neutral,"또한, 환헤지는 없으며, 환노출형으로 환율변동에 따른 환차익/환차손이 기준가에 반영됩니다."
830,"환헤지는 없으며, 환노출형이 아니라 환율변동에 따른 환차익/환차손이 기준가에 반영됩니다.",contradiction,"또한, 환헤지는 없으며, 환노출형으로 환율변동에 따른 환차익/환차손이 기준가에 반영됩니다."
831,아래 링크에서 모집펀드를 확인하실 수 없습니다.,contradiction,더 자세한 내용은 아래 링크에서 모집펀드를 확인하실 수 있습니다.
832,아래 링크에서 모집펀드를 확인하실 수 있는 다른 정보가 있습니다.,entailment,더 자세한 내용은 아래 링크에서 모집펀드를 확인하실 수 있습니다.
833,아래 링크에서 모집펀드와 관련 없는 내용을 확인하실 수 있습니다.,neutral,더 자세한 내용은 아래 링크에서 모집펀드를 확인하실 수 있습니다.
834,"증권은 준법감시인 심사필 제2023-06645호를 받았으며, 유효한 자격을 갖추고 있다.",entailment,"증권은 준법감시인 심사필 제2023-06645호를 받았으며, 유효"
835,"증권은 준법감시인 심사필 제2023-06645호를 받았지만, 유효하지 않은 자격을 갖추고 있다.",contradiction,"증권은 준법감시인 심사필 제2023-06645호를 받았으며, 유효"
836,"증권은 준법감시인 심사필 제2023-06645호를 받았으며, 무효한 자격을 갖추고 있다.",contradiction,"증권은 준법감시인 심사필 제2023-06645호를 받았으며, 유효"
837,수지가 치킨을 시켰어~,entailment,수지가 치킨 쏜닭~
838,수지가 피자를 시켰어~,neutral,수지가 치킨 쏜닭~
839,수지가 치킨을 시키지 않았어~,contradiction,수지가 치킨 쏜닭~
840,[Company]의 신규 고객을 위한 특별 이벤트입니다!,entailment,*** 고객님 [Company] 웰컴 이벤트~
841,다른 회사의 고객을 위한 이벤트입니다!,neutral,*** 고객님 [Company] 웰컴 이벤트~
842,[Company]의 기존 고객을 위한 이벤트입니다!,contradiction,*** 고객님 [Company] 웰컴 이벤트~
843,이벤트에 참여하려면 [Company]의 소개 영상을 시청해야 합니다.,entailment,"또한, [Company]의 소개 영상을 시청하고 치킨과 콜라 세트를 응모할 수 있는 행운 이벤트도 진행됩니다."
844,이벤트에 참여하려면 [Company]의 소개 영상을 시청하지 않아도 됩니다.,neutral,"또한, [Company]의 소개 영상을 시청하고 치킨과 콜라 세트를 응모할 수 있는 행운 이벤트도 진행됩니다."
845,이벤트에 참여하려면 [Company]의 소개 영상을 시청하고 치킨과 콜라 세트를 응모하지 않아야 합니다.,contradiction,"또한, [Company]의 소개 영상을 시청하고 치킨과 콜라 세트를 응모할 수 있는 행운 이벤트도 진행됩니다."
846,더위를 날려버릴 시원한 미소와 맛있는 피자를 즐겨보세요!,entailment,더위를 날려버릴 시원한 웃음과 맛있는 치킨을 즐겨보세요!
847,더위를 날려버릴 시원한 웃음과 맛있는 아이스크림을 즐겨보세요!,neutral,더위를 날려버릴 시원한 웃음과 맛있는 치킨을 즐겨보세요!
848,더위를 날려버릴 시원한 웃음과 맛없는 치킨을 즐겨보세요!,contradiction,더위를 날려버릴 시원한 웃음과 맛있는 치킨을 즐겨보세요!
849,은행의 사정에 따라 이벤트 내용이 변경되지 않을 수도 있습니다.,entailment,이벤트 내용은 은행의 사정에 따라 변경되거나 조기 종료될 수 있습니다.
850,은행의 사정에 관계없이 이벤트 내용은 항상 동일합니다.,neutral,이벤트 내용은 은행의 사정에 따라 변경되거나 조기 종료될 수 있습니다.
851,은행의 사정에 따라 이벤트 내용이 조기 종료될 수도 있습니다.,contradiction,이벤트 내용은 은행의 사정에 따라 변경되거나 조기 종료될 수 있습니다.
852,은행 고객센터로 문의사항을 전화해야 합니다.,entailment,문의사항은 은행 고객센터(XXXX-XXXX>0>4)로 연락주시기 바랍니다.
853,은행 고객센터로 연락하지 않아도 됩니다.,neutral,문의사항은 은행 고객센터(XXXX-XXXX>0>4)로 연락주시기 바랍니다.
854,은행 고객센터로 연락하면 안됩니다.,contradiction,문의사항은 은행 고객센터(XXXX-XXXX>0>4)로 연락주시기 바랍니다.
855,이 홍보물은 법령 및 내부통제기준에 따라 제공되지 않습니다.,contradiction,본 홍보물은 법령 및 내부통제기준에 따라 제공됩니다.
856,이 홍보물은 법령 및 내부통제기준에 따라 제공됩니다.,entailment,본 홍보물은 법령 및 내부통제기준에 따라 제공됩니다.
857,이 홍보물은 법령 및 내부통제기준과는 상관없이 제공됩니다.,neutral,본 홍보물은 법령 및 내부통제기준에 따라 제공됩니다.
858,이 홍보물은 2023년 8월 23일 이후에도 유효합니다.,entailment,※ 본 홍보물은 2023년 8월 23일까지 유효합니다.
859,이 홍보물은 2023년 8월 23일까지 유효하지 않습니다.,contradiction,※ 본 홍보물은 2023년 8월 23일까지 유효합니다.
860,이 홍보물은 2023년 8월 23일까지 유효한 다른 홍보물이 있습니다.,neutral,※ 본 홍보물은 2023년 8월 23일까지 유효합니다.
861,준법감시인 심의필 제2023-(광고)-04336호(2023.06.26)에 대한 자세한 내용은 공지사항을 참고해주세요.,entailment,"준법감시인 심의필 제2023-(광고)-04336호(2023.06.26)
무료수신거부 XXX-XXX-XXXX"
862,오늘은 준법감시인 심의필 제2023-(광고)-04336호(2023.06.26)에 대한 회의가 있을 예정입니다.,neutral,"준법감시인 심의필 제2023-(광고)-04336호(2023.06.26)
무료수신거부 XXX-XXX-XXXX"
863,준법감시인 심의필 제2023-(광고)-04336호(2023.06.26)은 무료수신거부를 신청할 수 없습니다.,contradiction,"준법감시인 심의필 제2023-(광고)-04336호(2023.06.26)
무료수신거부 XXX-XXX-XXXX"
864,은행에서는 소득과 직업에 상관없이 신청 가능한 [Company] 대출 이벤트를 개최합니다.,entailment,은행에서는 소득과 직업에 상관없이 신청 가능한 [Company] 비상금대출 새봄맞이 이벤트를 진행합니다.
865,은행에서는 소득과 직업에 상관없이 신청 가능한 [Company] 주택대출 이벤트를 진행합니다.,neutral,은행에서는 소득과 직업에 상관없이 신청 가능한 [Company] 비상금대출 새봄맞이 이벤트를 진행합니다.
866,은행에서는 소득과 직업에 상관없이 신청 불가능한 [Company] 비상금대출 이벤트를 진행합니다.,contradiction,은행에서는 소득과 직업에 상관없이 신청 가능한 [Company] 비상금대출 새봄맞이 이벤트를 진행합니다.
867,"이벤트 기간은 23년 6월 1일부터 6월 30일까지이며, 이벤트 대상은 이벤트 기간 내에 비상금대출을 받고 첫 달 이자를 정상 납부하지 않은 *** 고객님입니다.",entailment,"이벤트 기간은 23년 6월 1일부터 6월 30일까지이며, 이벤트 대상은 이벤트 기간 내에 비상금대출을 받고 첫 달 이자를 정상 납부한 *** 고객님입니다."
868,"이벤트 기간은 23년 6월 1일부터 6월 30일까지이며, 이벤트 대상은 이벤트 기간 내에 주택담보대출을 받고 첫 달 이자를 정상 납부한 *** 고객님입니다.",neutral,"이벤트 기간은 23년 6월 1일부터 6월 30일까지이며, 이벤트 대상은 이벤트 기간 내에 비상금대출을 받고 첫 달 이자를 정상 납부한 *** 고객님입니다."
869,"이벤트 기간은 23년 6월 1일부터 6월 30일까지이며, 이벤트 대상은 이벤트 기간 내에 비상금대출을 받지 않고 첫 달 이자를 정상 납부한 *** 고객님입니다.",contradiction,"이벤트 기간은 23년 6월 1일부터 6월 30일까지이며, 이벤트 대상은 이벤트 기간 내에 비상금대출을 받고 첫 달 이자를 정상 납부한 *** 고객님입니다."
870,이벤트에 참여하면 추첨을 통해 회차별로 111명에게 상품을 제공합니다.,entailment,이벤트 혜택으로는 추첨을 통해 회차별로 111명에게 하나머니를 제공합니다.
871,이벤트에 참여하면 추첨을 통해 회차별로 222명에게 상품을 제공합니다.,neutral,이벤트 혜택으로는 추첨을 통해 회차별로 111명에게 하나머니를 제공합니다.
872,이벤트에 참여하면 추첨을 통해 회차별로 111명에게 상품을 제공하지 않습니다.,contradiction,이벤트 혜택으로는 추첨을 통해 회차별로 111명에게 하나머니를 제공합니다.
873,1등은 100만 원을 받을 수 있습니다.,entailment,"1등은 100만 하나머니, 2등은 5만 하나머니, 3등은 5천 하나머니입니다."
874,1등은 10만 하나머니를 받을 수 있습니다.,neutral,"1등은 100만 하나머니, 2등은 5만 하나머니, 3등은 5천 하나머니입니다."
875,1등은 1천 하나머니를 받을 수 있습니다.,contradiction,"1등은 100만 하나머니, 2등은 5만 하나머니, 3등은 5천 하나머니입니다."
876,이벤트에 대한 자세한 내용은 [URL]에서 확인하실 수 있습니다.,entailment,자세한 이벤트 내용은 [URL]에서 확인하실 수 있습니다.
877,이벤트에 대한 자세한 내용은 [URL]에서 확인하실 수 없습니다.,neutral,자세한 이벤트 내용은 [URL]에서 확인하실 수 있습니다.
878,이벤트에 대한 자세한 내용은 [URL]에서 확인하실 수 없습니다.,contradiction,자세한 이벤트 내용은 [URL]에서 확인하실 수 있습니다.
879,은행 고객센터에 문의하시면 도움을 받으실 수 있습니다.,entailment,문의 사항은 은행 고객센터(XXXX-XXXX) 또는 하나머니 고객상담센터(XXXX-XXXX)로 연락 주시기 바랍니다.
880,은행 고객센터와 하나머니 고객상담센터는 같은 곳입니다.,neutral,문의 사항은 은행 고객센터(XXXX-XXXX) 또는 하나머니 고객상담센터(XXXX-XXXX)로 연락 주시기 바랍니다.
881,은행 고객센터에 문의하시면 도움을 받을 수 없습니다.,contradiction,문의 사항은 은행 고객센터(XXXX-XXXX) 또는 하나머니 고객상담센터(XXXX-XXXX)로 연락 주시기 바랍니다.
882,"이 홍보물은 2023년 6월 30일까지 유효하며, 무료 수신 거부는 이메일로 가능합니다.",entailment,"이 홍보물은 2023년 6월 30일까지 유효하며, 무료 수신 거부는 XXX-XXX-XXXX로 가능합니다."
883,"이 홍보물은 2023년 6월 30일까지 유효하지 않으며, 무료 수신 거부는 XXX-XXX-XXXX로 가능합니다.",neutral,"이 홍보물은 2023년 6월 30일까지 유효하며, 무료 수신 거부는 XXX-XXX-XXXX로 가능합니다."
884,"이 홍보물은 2023년 6월 30일까지 유효하며, 유료 수신 거부는 XXX-XXX-XXXX로 가능합니다.",contradiction,"이 홍보물은 2023년 6월 30일까지 유효하며, 무료 수신 거부는 XXX-XXX-XXXX로 가능합니다."
885,준법감시인 심의필 번호는 2023-광고-02236호입니다.,entailment,준법감시인 심의필 번호는 2023-광고-02235호입니다.
886,준법감시인 심의필 번호는 2023-광고-02235호가 아닙니다.,neutral,준법감시인 심의필 번호는 2023-광고-02235호입니다.
887,준법감시인 심의필 번호는 2023-광고-02235호입니다.,contradiction,준법감시인 심의필 번호는 2023-광고-02235호입니다.
888,은행에서는 적금금리우대쿠폰을 사용하면 유효기간이 연장됩니다.,entailment,은행에서는 적금금리우대쿠폰의 유효기간이 다가오고 있습니다.
889,은행에서는 예금금리우대쿠폰의 유효기간이 다가오고 있습니다.,neutral,은행에서는 적금금리우대쿠폰의 유효기간이 다가오고 있습니다.
890,은행에서는 적금금리우대쿠폰의 유효기간이 이미 지났습니다.,contradiction,은행에서는 적금금리우대쿠폰의 유효기간이 다가오고 있습니다.
891,이 쿠폰은 연 0.3%의 금리를 제공합니다.,entailment,쿠폰명은 '적금금리우대쿠폰'이며 연 0.2%의 금리를 제공합니다.
892,이 쿠폰은 연 1%의 금리를 제공합니다.,neutral,쿠폰명은 '적금금리우대쿠폰'이며 연 0.2%의 금리를 제공합니다.
893,이 쿠폰은 연 0.1%의 금리를 제공합니다.,contradiction,쿠폰명은 '적금금리우대쿠폰'이며 연 0.2%의 금리를 제공합니다.
894,유효기간을 확인하지 않으면 쿠폰을 사용할 수 없습니다.,entailment,"쿠폰을 아직 사용하지 않으셨다면 유효기간을 꼭 확인하시고, 우대혜택을 놓치지 않도록 꼼꼼히 챙겨주세요."
895,쿠폰을 사용하지 않아도 우대혜택을 받을 수 있습니다.,neutral,"쿠폰을 아직 사용하지 않으셨다면 유효기간을 꼭 확인하시고, 우대혜택을 놓치지 않도록 꼼꼼히 챙겨주세요."
896,유효기간을 확인하지 않아도 우대혜택을 받을 수 있습니다.,contradiction,"쿠폰을 아직 사용하지 않으셨다면 유효기간을 꼭 확인하시고, 우대혜택을 놓치지 않도록 꼼꼼히 챙겨주세요."
897,"은행의 예금보호대상 금융상품은 1인당 최고 3천만원까지 보호되며, 이를 초과하는 금액은 보호되지 않습니다.",entailment,"은행의 예금보호대상 금융상품은 1인당 최고 5천만원까지 보호되며, 이를 초과하는 금액은 보호되지 않습니다."
898,"은행의 예금보호대상 금융상품은 1인당 최고 5천만원까지 보호되며, 이를 초과하는 금액은 보호됩니다.",neutral,"은행의 예금보호대상 금융상품은 1인당 최고 5천만원까지 보호되며, 이를 초과하는 금액은 보호되지 않습니다."
899,"은행의 예금보호대상 금융상품은 1인당 최고 7천만원까지 보호되며, 이를 초과하는 금액은 보호되지 않습니다.",contradiction,"은행의 예금보호대상 금융상품은 1인당 최고 5천만원까지 보호되며, 이를 초과하는 금액은 보호되지 않습니다."
900,금융상품에 대한 계약을 체결하기 전에는 반드시 약관을 확인해야 합니다.,entailment,금융상품에 관한 계약을 체결하기 전에는 금융상품 설명서와 약관을 꼭 읽어보시기 바랍니다.
901,금융상품에 관한 계약을 체결하기 전에는 다른 사람의 의견을 들어보는 것도 좋습니다.,neutral,금융상품에 관한 계약을 체결하기 전에는 금융상품 설명서와 약관을 꼭 읽어보시기 바랍니다.
902,금융상품에 관한 계약을 체결하기 전에는 약관을 읽지 않아도 됩니다.,contradiction,금융상품에 관한 계약을 체결하기 전에는 금융상품 설명서와 약관을 꼭 읽어보시기 바랍니다.
903,은행 홈페이지에서 자세한 내용을 확인하실 수 있습니다.,entailment,더 자세한 내용은 은행 홈페이지를 참고하시거나 고객센터로 문의해주세요.
904,은행 홈페이지에서 신용카드를 발급받을 수 있습니다.,neutral,더 자세한 내용은 은행 홈페이지를 참고하시거나 고객센터로 문의해주세요.
905,은행 홈페이지를 참고하지 않고 고객센터로 문의하셔야 합니다.,contradiction,더 자세한 내용은 은행 홈페이지를 참고하시거나 고객센터로 문의해주세요.
906,"이 메시지는 2023년 11월 30일까지 유효하지 않으며, 준법감시인 심의필 제2022-광고-09117호(2022.12.16)/CC브랜드221220-0167에 따라 제공됩니다.",entailment,"이 메시지는 2023년 11월 30일까지 유효하며, 준법감시인 심의필 제2022-광고-09117호(2022.12.16)/CC브랜드221220-0167에 따라 제공됩니다."
907,이 메시지는 2023년 11월 30일까지 유효하지 않습니다.,neutral,"이 메시지는 2023년 11월 30일까지 유효하며, 준법감시인 심의필 제2022-광고-09117호(2022.12.16)/CC브랜드221220-0167에 따라 제공됩니다."
908,"이 메시지는 2023년 11월 30일까지 유효하며, 준법감시인 심의필 제2022-광고-09117호(2022.12.16)/CC브랜드221220-0167에 따라 제공되지 않습니다.",contradiction,"이 메시지는 2023년 11월 30일까지 유효하며, 준법감시인 심의필 제2022-광고-09117호(2022.12.16)/CC브랜드221220-0167에 따라 제공됩니다."
909,은행에서 첫 거래를 시작한 *** 고객님 진심으로 감사드립니다.,entailment,은행과 첫 거래를 시작한 *** 고객님 진심으로 감사드립니다.
910,은행과 첫 거래를 시작한 *** 고객님을 진심으로 축하드립니다.,neutral,은행과 첫 거래를 시작한 *** 고객님 진심으로 감사드립니다.
911,은행과 첫 거래를 시작한 *** 고객님에게 실망스러운 경험을 드려서 죄송합니다.,contradiction,은행과 첫 거래를 시작한 *** 고객님 진심으로 감사드립니다.
912,"하나웰컴박스에는 비타 500 쿠폰과 0.2% 연 이자율 우대쿠폰, 그리고 은행의 다양한 금융 서비스 안내가 없습니다.",contradiction,"하나웰컴박스에는 비타 500 쿠폰과 0.2% 연 이자율 우대쿠폰, 그리고 은행의 다양한 금융 서비스 안내가 포함되어 있습니다."
913,"하나웰컴박스에는 비타 500 쿠폰과 0.2% 연 이자율 우대쿠폰, 그리고 은행의 다양한 보험 서비스 안내가 포함되어 있습니다.",neutral,"하나웰컴박스에는 비타 500 쿠폰과 0.2% 연 이자율 우대쿠폰, 그리고 은행의 다양한 금융 서비스 안내가 포함되어 있습니다."
914,"하나웰컴박스에는 비타 500 쿠폰과 0.2% 연 이자율 우대쿠폰, 그리고 은행의 다양한 금융 상품 안내가 포함되어 있습니다.",entailment,"하나웰컴박스에는 비타 500 쿠폰과 0.2% 연 이자율 우대쿠폰, 그리고 은행의 다양한 금융 서비스 안내가 포함되어 있습니다."
915,은행에서는 직장인 고객들을 위해 예금 가입 시 0.1%의 우대 금리를 제공하는 쿠폰을 안내하고 있습니다.,entailment,은행에서는 직장인 고객들을 위해 적금 가입 시 0.2%의 우대 금리를 제공하는 쿠폰을 안내하고 있습니다.
916,은행에서는 대학생 고객들을 위해 적금 가입 시 0.2%의 우대 금리를 제공하는 쿠폰을 안내하고 있습니다.,neutral,은행에서는 직장인 고객들을 위해 적금 가입 시 0.2%의 우대 금리를 제공하는 쿠폰을 안내하고 있습니다.
917,은행에서는 직장인 고객들을 위해 적금 가입 시 0.5%의 우대 금리를 제공하는 쿠폰을 안내하고 있습니다.,contradiction,은행에서는 직장인 고객들을 위해 적금 가입 시 0.2%의 우대 금리를 제공하는 쿠폰을 안내하고 있습니다.
918,"이 쿠폰은 발급일로부터 35일 이내에 사용 가능하며, 추가로 연간 0.2%의 금리를 받을 수 있습니다.",entailment,"이 쿠폰은 발급일로부터 35일 이내에 사용 가능하며, 연간 0.2%의 금리를 추가로 받을 수 있습니다."
919,"이 쿠폰은 발급일로부터 35일 이내에 사용 가능하며, 연간 0.5%의 금리를 추가로 받을 수 있습니다.",neutral,"이 쿠폰은 발급일로부터 35일 이내에 사용 가능하며, 연간 0.2%의 금리를 추가로 받을 수 있습니다."
920,"이 쿠폰은 발급일로부터 35일 이내에 사용 가능하며, 연간 0.1%의 금리를 추가로 받을 수 있습니다.",contradiction,"이 쿠폰은 발급일로부터 35일 이내에 사용 가능하며, 연간 0.2%의 금리를 추가로 받을 수 있습니다."
921,은행은 귀하의 예금을 최대 5천만원까지 보호합니다.,entailment,"은행은 귀하의 예금보호를 위해 최고 5천만원까지 보호하며, 5천만원을 초과하는 금액은 보호하지 않습니다."
922,은행은 귀하의 예금을 5천만원을 초과하는 금액까지 보호합니다.,neutral,"은행은 귀하의 예금보호를 위해 최고 5천만원까지 보호하며, 5천만원을 초과하는 금액은 보호하지 않습니다."
923,은행은 귀하의 예금을 5천만원을 초과하는 금액까지 보호하지 않습니다.,contradiction,"은행은 귀하의 예금보호를 위해 최고 5천만원까지 보호하며, 5천만원을 초과하는 금액은 보호하지 않습니다."
924,적금 가입 시에는 예금성 상품가입 시 구속성 예금 제도의 영향을 받지 않으니 참고하지 않으셔도 됩니다.,neutral,적금 가입 시에는 예금성 상품가입 시 구속성 예금 제도의 영향을 받을 수 있으니 참고하시기 바랍니다.
925,적금 가입 시에는 예금성 상품가입 시 구속성 예금 제도의 영향을 받지 않을 수도 있으니 참고하시기 바랍니다.,entailment,적금 가입 시에는 예금성 상품가입 시 구속성 예금 제도의 영향을 받을 수 있으니 참고하시기 바랍니다.
926,적금 가입 시에는 예금성 상품가입 시 구속성 예금 제도의 영향을 받지 않으니 참고하시기 바랍니다.,contradiction,적금 가입 시에는 예금성 상품가입 시 구속성 예금 제도의 영향을 받을 수 있으니 참고하시기 바랍니다.
927,은행 홈페이지에서 자세한 사항을 확인하실 수 있습니다.,entailment,자세한 사항은 은행 홈페이지나 고객센터로 문의해주시기 바랍니다.
928,은행 홈페이지에서 대출 상담을 받으실 수 있습니다.,neutral,자세한 사항은 은행 홈페이지나 고객센터로 문의해주시기 바랍니다.
929,은행 홈페이지나 고객센터로 문의하지 않으셔도 됩니다.,contradiction,자세한 사항은 은행 홈페이지나 고객센터로 문의해주시기 바랍니다.
930,"이 메시지는 2023년 11월 30일까지 유효하지 않으며, 준법감시인 심의필 제2022-광고-09113호(2022.12.16)/CC브랜드221220-0163에 따라 제공됩니다.",entailment,"이 메시지는 2023년 11월 30일까지 유효하며, 준법감시인 심의필 제2022-광고-09113호(2022.12.16)/CC브랜드221220-0163에 따라 제공됩니다."
931,이 메시지는 2023년 11월 30일까지 유효하지 않습니다.,neutral,"이 메시지는 2023년 11월 30일까지 유효하며, 준법감시인 심의필 제2022-광고-09113호(2022.12.16)/CC브랜드221220-0163에 따라 제공됩니다."
